Account_ID;Customer_ID;Account_Type;Open_Date;Balance
7833;2400;Checking;10.04.2023;$5.549,00
7834;2400;Savings;26.04.2023;$35.098,31
7835;2401;Credit Card;9.12.2025;-$2.381,86
7836;2402;Checking;27.09.2025;$15.095,95
7837;2402;Credit Card;17.11.2025;-$4.001,43
7838;2403;Savings;22.04.2025;$31.491,19
7839;2403;Checking;31.12.2024;$6.893,39
7840;2404;Savings;1.05.2026;$45.123,92
7841;2405;Savings;1.09.2024;$20.092,17
7842;2406;Checking;1.03.2025;$17.761,21
7843;2406;Savings;14.03.2025;$9.382,19
7844;2406;Credit Card;27.12.2024;-$224,89
7845;2407;Credit Card;17.03.2024;-$4.772,39
7846;2407;Savings;20.04.2024;$10.498,58
7847;2408;Credit Card;6.08.2024;-$2.246,22
7848;2408;Savings;9.08.2024;$73.882,05
7849;2409;Checking;13.06.2025;$2.903,86
7850;2410;Savings;5.04.2023;$82.101,65
7851;2410;Checking;18.04.2023;$5.596,83
7852;2411;Savings;19.12.2024;$32.596,25
7853;2411;Credit Card;9.03.2025;-$6.429,55
7854;2412;Savings;2.10.2025;$94.293,59
7855;2412;Checking;13.08.2025;$4.195,70
7856;2412;Credit Card;30.10.2025;-$510,16
7857;2413;Credit Card;1.05.2026;-$4.075,01
7858;2413;Checking;22.01.2026;$14.294,92
7859;2414;Savings;27.01.2026;$17.678,79
7860;2415;Savings;26.09.2025;$80.540,23
7861;2415;Checking;20.09.2025;$17.901,92
7862;2416;Savings;8.02.2024;$45.576,90
7863;2416;Checking;7.10.2023;$19.456,59
7864;2416;Credit Card;19.08.2023;-$4.017,46
7865;2417;Credit Card;30.04.2025;-$971,94
7866;2418;Credit Card;15.08.2024;-$4.437,80
7867;2418;Checking;21.08.2024;$1.936,78
7868;2419;Savings;16.01.2025;$29.591,96
7869;2419;Credit Card;23.05.2025;-$6.369,85
7870;2419;Checking;9.03.2025;$9.555,21
7871;2420;Credit Card;1.05.2026;-$6.692,43
7872;2421;Checking;25.10.2025;$7.167,20
7873;2422;Credit Card;17.12.2024;-$6.840,73
7874;2422;Savings;5.03.2025;$17.854,99
7875;2423;Savings;27.08.2025;$115.439,66
7876;2423;Checking;19.10.2025;$9.906,01
7877;2424;Checking;29.11.2025;$10.471,29
7878;2424;Credit Card;30.06.2025;-$4.096,58
7879;2424;Savings;26.11.2025;$69.265,57
7880;2425;Checking;30.07.2023;$8.326,48
7881;2425;Savings;9.05.2023;$105.398,37
7882;2426;Savings;31.08.2024;$20.841,34
7883;2427;Credit Card;10.01.2026;-$1.689,26
7884;2428;Savings;6.01.2025;$114.316,02
7885;2429;Checking;9.01.2024;$14.801,65
7886;2429;Credit Card;12.03.2024;-$2.923,41
7887;2429;Savings;23.12.2023;$12.921,11
7888;2430;Credit Card;29.11.2023;-$1.921,89
7889;2430;Checking;30.08.2023;$7.744,99
7890;2430;Savings;4.12.2023;$18.072,31
7891;2431;Credit Card;18.08.2024;-$3.142,76
7892;2431;Savings;11.01.2025;$6.462,57
7893;2431;Checking;27.12.2024;$9.092,49
7894;2432;Checking;3.10.2023;$9.045,89
7895;2433;Credit Card;10.08.2024;-$3.280,00
7896;2433;Checking;29.10.2024;$243,15
7897;2434;Checking;14.10.2024;$4.049,31
7898;2434;Savings;4.08.2024;$21.415,09
7899;2435;Checking;10.05.2023;$6.174,80
7900;2435;Credit Card;17.06.2023;-$5.574,43
7901;2436;Checking;4.07.2024;$16.309,18
7902;2436;Credit Card;8.07.2024;-$4.460,95
7903;2436;Savings;9.05.2024;$14.237,34
7904;2437;Credit Card;12.04.2026;-$5.793,56
7905;2437;Checking;11.03.2026;$2.146,05
7906;2437;Savings;1.05.2026;$110.875,63
7907;2438;Savings;6.12.2024;$18.825,64
7908;2439;Credit Card;10.07.2024;-$3.303,85
7909;2439;Checking;23.07.2024;$8.051,98
7910;2439;Savings;7.06.2024;$62.393,92
7911;2440;Checking;11.09.2023;$12.821,51
7912;2440;Credit Card;5.09.2023;-$2.087,92
7913;2441;Savings;1.05.2026;$48.351,00
7914;2441;Checking;1.05.2026;$11.717,03
7915;2441;Credit Card;25.02.2026;-$6.011,06
7916;2442;Credit Card;14.10.2024;-$1.150,30
7917;2442;Savings;9.11.2024;$29.061,26
7918;2442;Checking;13.10.2024;$18.538,12
7919;2443;Credit Card;10.02.2024;-$5.890,51
7920;2443;Checking;28.11.2023;$13.585,19
7921;2443;Savings;19.01.2024;$34.906,41
7922;2444;Savings;29.01.2024;$27.925,94
7923;2444;Credit Card;20.09.2023;-$4.929,55
7924;2445;Credit Card;21.08.2023;-$4.049,45
7925;2445;Checking;9.09.2023;$4.944,53
7926;2445;Savings;5.07.2023;$74.931,04
7927;2446;Credit Card;5.04.2026;-$1.405,79
7928;2446;Checking;12.03.2026;$276,40
7929;2446;Savings;1.05.2026;$18.483,56
7930;2447;Savings;15.10.2024;$11.760,12
7931;2447;Checking;19.11.2024;$664,03
7932;2448;Credit Card;27.01.2024;-$273,55
7933;2448;Savings;12.10.2023;$91.687,70
7934;2449;Credit Card;5.01.2025;-$2.928,96
7935;2450;Checking;14.02.2024;$4.470,60
7936;2450;Credit Card;14.03.2024;-$2.958,83
7937;2451;Savings;15.09.2024;$72.920,44
7938;2451;Credit Card;28.04.2024;-$4.420,60
7939;2451;Checking;23.05.2024;$5.647,68
7940;2452;Credit Card;16.06.2024;-$4.785,54
7941;2453;Savings;23.06.2025;$10.223,01
7942;2454;Checking;28.12.2023;$13.326,70
7943;2454;Credit Card;2.04.2024;-$10,20
7944;2454;Savings;13.04.2024;$86.597,21
7945;2455;Savings;18.04.2024;$104.367,50
7946;2455;Checking;11.03.2024;$6.899,66
7947;2455;Credit Card;6.07.2024;-$6.282,72
7948;2456;Checking;12.06.2024;$8.066,67
7949;2456;Credit Card;1.01.2024;-$5.873,76
7950;2456;Savings;30.01.2024;$41.175,46
7951;2457;Credit Card;29.11.2024;-$499,25
7952;2458;Savings;23.04.2023;$95.519,57
7953;2459;Savings;22.03.2024;$8.218,26
7954;2460;Checking;11.10.2025;$10.873,80
7955;2460;Credit Card;14.01.2026;-$3.224,46
7956;2460;Savings;12.09.2025;$116.117,36
7957;2461;Savings;1.05.2026;$69.492,17
7958;2462;Checking;1.05.2026;$17.537,44
7959;2463;Savings;25.02.2026;$71.270,72
7960;2463;Checking;25.04.2026;$18.250,45
7961;2463;Credit Card;20.03.2026;-$1.055,26
7962;2464;Credit Card;28.12.2025;-$5.756,73
7963;2464;Savings;19.02.2026;$28.780,24
7964;2465;Savings;18.04.2025;$44.809,23
7965;2465;Credit Card;14.01.2025;-$5.229,03
7966;2466;Savings;1.08.2024;$8.426,97
7967;2466;Credit Card;26.08.2024;-$575,88
7968;2466;Checking;29.05.2024;$8.391,29
7969;2467;Savings;3.05.2023;$35.127,32
7970;2467;Checking;4.03.2023;$4.398,27
7971;2468;Credit Card;1.02.2024;-$3.188,44
7972;2468;Checking;4.12.2023;$16.468,27
7973;2469;Credit Card;25.02.2024;-$7,86
7974;2469;Savings;19.02.2024;$93.665,41
7975;2469;Checking;29.04.2024;$9.319,88
7976;2470;Credit Card;10.07.2023;-$1.403,20
7977;2470;Checking;13.05.2023;$10.445,67
7978;2470;Savings;1.08.2023;$99.959,68
7979;2471;Checking;26.10.2024;$5.546,02
7980;2471;Savings;15.08.2024;$41.705,67
7981;2471;Credit Card;11.01.2025;-$3.271,08
7982;2472;Checking;15.06.2023;$17.516,84
7983;2472;Credit Card;14.08.2023;-$4.792,82
7984;2472;Savings;27.03.2023;$84.563,18
7985;2473;Checking;22.01.2024;$14.597,59
7986;2473;Credit Card;25.03.2024;-$2.212,49
7987;2474;Checking;11.08.2024;$17.445,24
7988;2474;Savings;2.05.2024;$27.500,56
7989;2474;Credit Card;27.08.2024;-$1.673,05
7990;2475;Checking;10.05.2025;$15.822,21
7991;2476;Credit Card;2.12.2024;-$1.848,28
7992;2476;Checking;28.09.2024;$19.296,77
7993;2476;Savings;22.09.2024;$34.018,45
7994;2477;Credit Card;7.12.2024;-$904,70
7995;2477;Savings;4.03.2025;$52.570,96
7996;2477;Checking;2.10.2024;$6.436,51
7997;2478;Checking;21.04.2025;$824,54
7998;2478;Credit Card;5.11.2024;-$1.440,52
7999;2478;Savings;25.11.2024;$25.515,52
8000;2479;Savings;19.03.2023;$54.730,23
8001;2479;Credit Card;20.06.2023;-$6.850,94
8002;2480;Credit Card;17.10.2025;-$1.585,40
8003;2480;Savings;26.10.2025;$81.468,13
8004;2480;Checking;3.09.2025;$19.484,21
8005;2481;Checking;21.11.2024;$2.614,00
8006;2482;Checking;22.03.2026;$13.421,81
8007;2482;Credit Card;19.03.2026;-$5.798,00
8008;2482;Savings;5.03.2026;$11.220,01
8009;2483;Credit Card;15.10.2023;-$4.109,64
8010;2483;Savings;5.07.2023;$105.159,10
8011;2483;Checking;20.09.2023;$14.338,26
8012;2484;Credit Card;6.11.2024;-$882,79
8013;2484;Checking;29.07.2024;$16.359,08
8014;2485;Savings;25.10.2023;$47.825,04
8015;2485;Checking;14.02.2024;$18.320,02
8016;2486;Checking;27.11.2023;$10.575,43
8017;2486;Credit Card;10.01.2024;-$723,10
8018;2487;Credit Card;11.07.2025;-$2.701,64
8019;2487;Checking;15.06.2025;$19.196,17
8020;2487;Savings;17.02.2025;$88.108,29
8021;2488;Checking;24.07.2023;$11.916,35
8022;2488;Credit Card;12.05.2023;-$4.050,46
8023;2488;Savings;28.05.2023;$81.519,72
8024;2489;Savings;12.11.2025;$9.228,24
8025;2489;Checking;6.10.2025;$14.484,08
8026;2490;Credit Card;7.07.2023;-$4.990,62
8027;2490;Savings;31.08.2023;$77.194,12
8028;2490;Checking;12.10.2023;$19.574,31
8029;2491;Checking;30.01.2026;$15.426,34
8030;2491;Credit Card;22.02.2026;-$3.072,47
8031;2491;Savings;1.05.2026;$13.916,47
8032;2492;Credit Card;8.10.2025;-$4.369,73
8033;2493;Checking;4.05.2024;$15.770,11
8034;2493;Savings;15.03.2024;$98.972,68
8035;2493;Credit Card;8.05.2024;-$3.378,93
8036;2494;Savings;5.11.2023;$80.452,14
8037;2494;Checking;22.02.2024;$1.426,01
8038;2494;Credit Card;5.11.2023;-$51,13
8039;2495;Savings;23.05.2025;$41.362,44
8040;2495;Credit Card;30.04.2025;-$4.804,22
8041;2495;Checking;30.01.2025;$10.581,81
8042;2496;Checking;9.01.2026;$9.354,41
8043;2497;Credit Card;21.11.2024;-$2.621,48
8044;2497;Checking;20.01.2025;$17.523,47
8045;2497;Savings;19.11.2024;$67.738,77
8046;2498;Savings;3.12.2025;$35.125,07
8047;2499;Savings;7.06.2023;$16.682,45
8048;2500;Savings;12.12.2025;$39.428,57
8049;2500;Credit Card;1.05.2026;-$166,94
8050;2500;Checking;1.05.2026;$8.003,43
8051;2501;Savings;3.01.2024;$92.863,33
8052;2501;Credit Card;12.04.2024;-$6.925,77
8053;2501;Checking;26.11.2023;$19.021,67
8054;2502;Checking;23.04.2025;$2.869,15
8055;2502;Savings;28.05.2025;$48.739,75
8056;2502;Credit Card;20.01.2025;-$3.177,82
8057;2503;Savings;8.02.2025;$10.526,72
8058;2504;Credit Card;15.12.2024;-$1.977,48
8059;2504;Checking;9.02.2025;$17.285,15
8060;2505;Credit Card;1.05.2026;-$6.643,83
8061;2505;Checking;1.05.2026;$17.691,05
8062;2505;Savings;16.04.2026;$65.485,24
8063;2506;Checking;16.07.2025;$16.604,01
8064;2507;Credit Card;12.11.2025;-$3.639,37
8065;2508;Credit Card;1.05.2026;-$3.119,83
8066;2509;Checking;16.09.2024;$13.637,51
8067;2510;Credit Card;22.02.2026;-$3.215,87
8068;2510;Checking;7.04.2026;$3.420,02
8069;2510;Savings;14.03.2026;$6.909,98
8070;2511;Checking;25.02.2025;$7.863,62
8071;2511;Savings;4.04.2025;$103.193,61
8072;2512;Savings;4.07.2023;$113.538,61
8073;2512;Credit Card;8.08.2023;-$236,64
8074;2512;Checking;28.06.2023;$13.219,41
8075;2513;Checking;7.01.2025;$19.462,47
8076;2513;Savings;19.01.2025;$65.363,04
8077;2514;Savings;1.05.2026;$98.843,63
8078;2514;Checking;19.03.2026;$18.162,86
8079;2515;Checking;1.05.2026;$5.397,04
8080;2516;Credit Card;28.10.2025;-$700,43
8081;2516;Checking;25.11.2025;$19.632,08
8082;2516;Savings;25.09.2025;$75.201,49
8083;2517;Credit Card;16.09.2025;-$830,65
8084;2518;Savings;13.06.2025;$44.147,81
8085;2518;Checking;4.07.2025;$8.791,26
8086;2518;Credit Card;12.10.2025;-$5.026,22
8087;2519;Savings;3.07.2024;$78.987,83
8088;2519;Credit Card;31.07.2024;-$3.839,70
8089;2519;Checking;10.08.2024;$7.808,68
8090;2520;Credit Card;30.01.2024;-$3.722,39
8091;2520;Checking;17.01.2024;$11.555,64
8092;2520;Savings;9.04.2024;$66.576,01
8093;2521;Savings;11.04.2023;$59.581,73
8094;2522;Checking;25.03.2023;$6.738,62
8095;2522;Credit Card;29.03.2023;-$5.752,61
8096;2523;Credit Card;7.01.2025;-$2.170,93
8097;2524;Savings;11.05.2025;$81.879,48
8098;2524;Credit Card;21.05.2025;-$2.828,87
8099;2525;Checking;30.11.2025;$2.114,80
8100;2526;Checking;10.05.2023;$11.519,20
8101;2526;Credit Card;4.07.2023;-$1.540,32
8102;2527;Checking;19.12.2023;$5.626,72
8103;2528;Checking;11.12.2023;$5.943,23
8104;2529;Savings;7.03.2026;$7.287,98
8105;2530;Credit Card;15.09.2023;-$4.770,53
8106;2531;Savings;9.07.2025;$34.682,10
8107;2532;Savings;14.03.2026;$72.231,15
8108;2532;Credit Card;4.04.2026;-$4.028,73
8109;2533;Credit Card;2.12.2025;-$4.812,39
8110;2533;Savings;12.11.2025;$115.934,54
8111;2533;Checking;15.10.2025;$17.266,86
8112;2534;Credit Card;4.06.2024;-$1.117,15
8113;2534;Savings;25.02.2024;$25.996,21
8114;2535;Credit Card;23.12.2024;-$1.789,75
8115;2536;Savings;14.03.2024;$67.996,37
8116;2536;Credit Card;27.10.2023;-$5.988,48
8117;2536;Checking;8.02.2024;$14.970,03
8118;2537;Savings;15.01.2025;$18.323,08
8119;2538;Savings;23.08.2025;$100.491,79
8120;2538;Checking;24.12.2025;$19.906,91
8121;2538;Credit Card;9.12.2025;-$6.616,26
8122;2539;Checking;30.12.2025;$8.711,85
8123;2539;Credit Card;1.11.2025;-$6.739,92
8124;2540;Checking;30.12.2025;$17.929,15
8125;2540;Credit Card;25.11.2025;-$4.437,60
8126;2541;Checking;31.07.2025;$17.470,88
8127;2541;Savings;2.05.2025;$14.108,45
8128;2542;Credit Card;2.09.2025;-$6.989,98
8129;2542;Savings;20.09.2025;$62.102,64
8130;2542;Checking;1.11.2025;$5.891,99
8131;2543;Credit Card;5.02.2024;-$1.681,92
8132;2544;Credit Card;25.05.2024;-$6.597,08
8133;2545;Savings;14.10.2025;$30.421,52
8134;2545;Credit Card;25.01.2026;-$4.234,50
8135;2546;Credit Card;5.08.2025;-$6.695,85
8136;2546;Checking;30.07.2025;$19.167,47
8137;2546;Savings;8.12.2025;$82.620,82
8138;2547;Credit Card;27.06.2023;-$6.972,90
8139;2548;Credit Card;5.04.2026;-$5.676,19
8140;2548;Checking;21.03.2026;$19.298,18
8141;2548;Savings;1.05.2026;$38.856,54
8142;2549;Savings;23.04.2026;$22.120,93
8143;2550;Credit Card;16.10.2023;-$3.405,21
8144;2550;Checking;16.10.2023;$13.839,72
8145;2550;Savings;21.08.2023;$63.981,86
8146;2551;Checking;28.12.2025;$15.283,08
8147;2551;Savings;7.03.2026;$104.843,07
8148;2551;Credit Card;11.11.2025;-$4.621,59
8149;2552;Savings;26.08.2023;$110.759,30
8150;2552;Credit Card;3.08.2023;-$2.821,99
8151;2553;Credit Card;17.06.2025;-$5.077,42
8152;2554;Credit Card;15.11.2024;-$5.056,48
8153;2554;Checking;6.04.2025;$11.909,90
8154;2555;Credit Card;2.09.2023;-$1.820,00
8155;2555;Checking;17.01.2024;$9.914,90
8156;2556;Credit Card;21.12.2024;-$4.597,82
8157;2556;Checking;3.04.2025;$6.211,03
8158;2556;Savings;20.03.2025;$92.758,66
8159;2557;Credit Card;16.01.2026;-$3.578,25
8160;2557;Savings;31.12.2025;$116.164,79
8161;2557;Checking;29.01.2026;$14.672,57
8162;2558;Checking;5.08.2024;$16.453,51
8163;2558;Savings;18.02.2024;$73.457,52
8164;2559;Checking;21.10.2025;$3.211,28
8165;2559;Credit Card;11.10.2025;-$5.573,60
8166;2560;Savings;21.02.2023;$46.172,74
8167;2561;Checking;6.07.2023;$1.991,60
8168;2561;Savings;6.09.2023;$89.549,76
8169;2562;Savings;1.09.2024;$71.067,66
8170;2563;Savings;12.07.2025;$74.282,65
8171;2563;Checking;20.07.2025;$17.610,54
8172;2564;Credit Card;1.05.2026;-$467,85
8173;2564;Savings;1.05.2026;$24.195,54
8174;2564;Checking;16.02.2026;$17.011,48
8175;2565;Checking;16.12.2024;$10.329,16
8176;2565;Credit Card;16.10.2024;-$6.652,21
8177;2566;Credit Card;4.04.2024;-$3.555,68
8178;2566;Checking;7.07.2024;$15.916,98
8179;2567;Credit Card;3.12.2023;-$5.257,65
8180;2568;Checking;18.06.2025;$6.607,46
8181;2569;Checking;3.03.2026;$2.547,28
8182;2569;Savings;1.05.2026;$95.944,09
8183;2569;Credit Card;1.05.2026;-$6.088,78
8184;2570;Savings;5.02.2025;$29.610,80
8185;2570;Credit Card;18.10.2024;-$1.768,55
8186;2570;Checking;28.03.2025;$7.267,20
8187;2571;Savings;6.10.2024;$77.731,71
8188;2571;Credit Card;11.12.2024;-$4.635,24
8189;2572;Savings;11.09.2024;$77.851,25
8190;2573;Savings;2.12.2025;$110.166,42
8191;2573;Checking;27.10.2025;$8.970,42
8192;2574;Credit Card;6.10.2024;-$1.892,14
8193;2574;Savings;19.09.2024;$79.069,39
8194;2575;Credit Card;13.12.2025;-$3.361,65
8195;2575;Checking;19.11.2025;$12.931,19
8196;2576;Checking;4.12.2024;$16.283,05
8197;2577;Savings;19.03.2026;$115.987,75
8198;2577;Credit Card;1.05.2026;-$60,53
8199;2577;Checking;1.05.2026;$4.298,67
8200;2578;Credit Card;7.01.2023;-$5.996,31
8201;2579;Credit Card;4.10.2025;-$2.435,25
8202;2579;Savings;24.10.2025;$65.199,93
8203;2580;Checking;1.07.2025;$12.281,75
8204;2580;Credit Card;14.02.2025;-$4.078,23
8205;2581;Checking;18.10.2025;$4.038,98
8206;2581;Credit Card;20.12.2025;-$526,06
8207;2582;Checking;29.07.2025;$16.879,49
8208;2582;Credit Card;3.08.2025;-$5.919,10
8209;2582;Savings;8.07.2025;$95.891,01
8210;2583;Checking;27.02.2024;$8.656,68
8211;2584;Savings;31.05.2025;$13.447,66
8212;2584;Credit Card;20.06.2025;-$1.674,44
8213;2585;Savings;8.09.2024;$18.653,79
8214;2585;Credit Card;30.11.2024;-$3.690,34
8215;2586;Credit Card;20.11.2024;-$1.890,46
8216;2587;Savings;22.12.2025;$114.572,96
8217;2587;Credit Card;23.11.2025;-$1.044,62
8218;2587;Checking;18.01.2026;$13.431,03
8219;2588;Savings;3.06.2025;$111.947,14
8220;2588;Credit Card;1.09.2025;-$3.882,43
8221;2588;Checking;19.04.2025;$6.160,92
8222;2589;Checking;20.11.2023;$14.498,66
8223;2589;Savings;3.11.2023;$97.111,87
8224;2590;Savings;9.05.2025;$40.052,78
8225;2590;Credit Card;15.05.2025;-$6.636,00
8226;2591;Checking;21.03.2025;$6.158,67
8227;2592;Credit Card;2.11.2023;-$1.177,87
8228;2592;Savings;18.01.2024;$118.565,60
8229;2592;Checking;20.12.2023;$2.625,26
8230;2593;Savings;17.06.2025;$56.935,15
8231;2593;Credit Card;20.09.2025;-$6.678,38
8232;2593;Checking;1.11.2025;$8.070,04
8233;2594;Checking;1.05.2026;$6.588,62
8234;2594;Credit Card;1.05.2026;-$3.049,08
8235;2594;Savings;16.04.2026;$73.854,19
8236;2595;Checking;25.08.2024;$15.874,24
8237;2595;Savings;12.11.2024;$17.803,87
8238;2596;Credit Card;22.01.2024;-$3.175,89
8239;2596;Checking;22.01.2024;$18.047,28
8240;2597;Savings;4.01.2026;$51.614,78
8241;2597;Credit Card;8.11.2025;-$1.680,35
8242;2597;Checking;11.11.2025;$16.215,98
8243;2598;Savings;18.09.2023;$108.633,78
8244;2599;Checking;26.12.2023;$13.033,28
8245;2600;Checking;28.12.2025;$13.567,54
8246;2601;Savings;29.10.2024;$58.118,18
8247;2601;Checking;13.09.2024;$12.965,18
8248;2601;Credit Card;25.10.2024;-$6.712,61
8249;2602;Credit Card;24.03.2025;-$3.846,16
8250;2603;Credit Card;19.08.2025;-$125,54
8251;2604;Credit Card;15.10.2024;-$4.514,07
8252;2605;Savings;9.03.2026;$20.621,14
8253;2605;Credit Card;2.02.2026;-$2.602,63
8254;2606;Checking;1.05.2026;$1.508,92
8255;2606;Credit Card;1.05.2026;-$2.988,44
8256;2607;Savings;1.05.2026;$77.782,03
8257;2607;Credit Card;1.05.2026;-$457,28
8258;2607;Checking;1.05.2026;$13.647,36
8259;2608;Checking;1.05.2026;$18.754,48
8260;2609;Checking;4.12.2025;$4.762,65
8261;2609;Credit Card;26.11.2025;-$5.709,40
8262;2610;Checking;23.05.2024;$15.467,20
8263;2611;Credit Card;21.09.2025;-$2.662,53
8264;2611;Savings;10.09.2025;$72.508,66
8265;2611;Checking;19.08.2025;$2.242,62
8266;2612;Credit Card;8.03.2025;-$1.038,29
8267;2613;Credit Card;25.05.2025;-$1.990,10
8268;2613;Savings;9.05.2025;$9.883,23
8269;2613;Checking;26.05.2025;$2.709,54
8270;2614;Credit Card;21.05.2025;-$1.774,57
8271;2614;Checking;8.09.2025;$10.325,60
8272;2614;Savings;4.07.2025;$102.088,64
8273;2615;Checking;29.05.2023;$18.299,22
8274;2615;Savings;13.05.2023;$7.977,75
8275;2615;Credit Card;25.02.2023;-$6.154,68
8276;2616;Credit Card;16.07.2024;-$6.334,49
8277;2616;Checking;23.05.2024;$6.601,36
8278;2616;Savings;9.07.2024;$114.542,13
8279;2617;Checking;25.05.2025;$14.547,68
8280;2617;Savings;16.02.2025;$104.037,46
8281;2618;Savings;5.03.2024;$55.544,74
8282;2618;Credit Card;27.02.2024;-$6.762,72
8283;2618;Checking;23.06.2024;$600,89
8284;2619;Savings;29.03.2026;$110.377,48
8285;2620;Checking;23.12.2025;$6.121,49
8286;2621;Credit Card;26.07.2025;-$1.862,79
8287;2621;Savings;2.08.2025;$79.941,43
8288;2621;Checking;27.10.2025;$12.595,96
8289;2622;Checking;17.05.2025;$13.413,86
8290;2622;Savings;24.05.2025;$82.638,92
8291;2623;Credit Card;17.03.2025;-$3.117,22
8292;2623;Checking;8.05.2025;$4.451,47
8293;2624;Credit Card;6.08.2023;-$2.556,18
8294;2625;Checking;28.11.2023;$8.494,45
8295;2625;Credit Card;21.08.2023;-$2.477,88
8296;2625;Savings;14.11.2023;$100.956,40
8297;2626;Savings;3.02.2026;$100.519,87
8298;2626;Checking;24.12.2025;$1.447,42
8299;2627;Credit Card;27.11.2023;-$1.680,33
8300;2627;Savings;3.01.2024;$68.326,37
8301;2628;Savings;10.11.2025;$62.387,45
8302;2629;Checking;25.08.2023;$14.040,60
8303;2629;Credit Card;25.07.2023;-$946,96
8304;2629;Savings;9.08.2023;$8.735,32
8305;2630;Savings;10.05.2023;$16.086,73
8306;2630;Credit Card;13.08.2023;-$6.666,56
8307;2631;Savings;13.03.2023;$82.313,29
8308;2631;Checking;26.04.2023;$589,23
8309;2632;Checking;26.01.2024;$10.384,75
8310;2632;Credit Card;12.09.2023;-$5.171,10
8311;2632;Savings;14.08.2023;$81.290,33
8312;2633;Checking;9.01.2024;$7.114,06
8313;2633;Credit Card;18.03.2024;-$2.302,68
8314;2634;Credit Card;20.08.2023;-$6.501,13
8315;2634;Savings;9.09.2023;$36.848,33
8316;2634;Checking;5.10.2023;$2.062,50
8317;2635;Credit Card;14.05.2023;-$5.512,58
8318;2635;Savings;7.05.2023;$19.871,57
8319;2636;Checking;7.12.2025;$2.500,11
8320;2636;Credit Card;18.10.2025;-$1.735,56
8321;2636;Savings;10.09.2025;$24.248,26
8322;2637;Savings;6.10.2024;$11.301,71
8323;2637;Checking;31.12.2024;$7.663,62
8324;2637;Credit Card;11.09.2024;-$4.322,09
8325;2638;Checking;17.09.2023;$2.093,73
8326;2638;Credit Card;11.09.2023;-$365,11
8327;2638;Savings;13.12.2023;$50.294,85
8328;2639;Checking;30.12.2025;$8.744,34
8329;2639;Credit Card;8.02.2026;-$3.561,78
8330;2640;Credit Card;21.12.2025;-$4.184,29
8331;2640;Savings;1.12.2025;$111.836,33
8332;2640;Checking;2.11.2025;$7.096,68
8333;2641;Savings;30.03.2025;$31.046,60
8334;2641;Checking;25.05.2025;$16.787,12
8335;2641;Credit Card;13.03.2025;-$6.485,02
8336;2642;Credit Card;6.12.2025;-$5.036,15
8337;2642;Checking;12.03.2026;$7.811,18
8338;2643;Credit Card;13.03.2023;-$4.601,04
8339;2643;Checking;29.07.2023;$5.438,56
8340;2643;Savings;22.03.2023;$28.126,41
8341;2644;Credit Card;26.03.2024;-$1.241,78
8342;2644;Checking;18.04.2024;$17.777,77
8343;2645;Checking;12.04.2023;$3.471,62
8344;2645;Credit Card;15.02.2023;-$4.544,32
8345;2645;Savings;15.02.2023;$115.795,40
8346;2646;Savings;19.11.2025;$69.259,47
8347;2646;Credit Card;1.02.2026;-$691,47
8348;2646;Checking;7.10.2025;$2.255,12
8349;2647;Checking;20.07.2023;$11.929,61
8350;2647;Savings;27.05.2023;$15.195,93
8351;2647;Credit Card;12.05.2023;-$4.129,31
8352;2648;Credit Card;20.05.2024;-$4.296,62
8353;2649;Checking;11.02.2024;$11.860,36
8354;2649;Savings;24.10.2023;$106.345,66
8355;2649;Credit Card;24.02.2024;-$1.518,79
8356;2650;Credit Card;17.07.2024;-$108,46
8357;2650;Savings;14.09.2024;$43.886,04
8358;2651;Credit Card;30.05.2023;-$3.519,87
8359;2652;Credit Card;23.10.2023;-$811,18
8360;2652;Checking;23.09.2023;$8.668,93
8361;2653;Credit Card;13.03.2024;-$1.597,18
8362;2654;Savings;1.05.2026;$36.179,75
8363;2654;Credit Card;9.03.2026;-$4.876,24
8364;2654;Checking;1.05.2026;$18.059,21
8365;2655;Checking;7.09.2025;$6.921,00
8366;2655;Savings;7.06.2025;$49.520,71
8367;2656;Checking;18.07.2024;$16.777,75
8368;2657;Savings;22.06.2025;$31.332,13
8369;2657;Checking;10.07.2025;$6.535,36
8370;2657;Credit Card;3.08.2025;-$716,59
8371;2658;Savings;20.05.2023;$83.716,24
8372;2658;Checking;8.09.2023;$3.088,61
8373;2659;Checking;10.12.2023;$4.082,25
8374;2659;Savings;11.03.2024;$5.297,68
8375;2660;Savings;8.07.2024;$119.157,03
8376;2661;Checking;10.12.2023;$453,94
8377;2662;Savings;28.03.2024;$70.513,25
8378;2662;Credit Card;14.03.2024;-$6.993,32
8379;2662;Checking;19.04.2024;$15.048,60
8380;2663;Credit Card;28.05.2025;-$6.923,76
8381;2663;Checking;27.05.2025;$11.458,85
8382;2664;Credit Card;9.08.2024;-$4.736,14
8383;2664;Checking;26.07.2024;$18.593,53
8384;2665;Credit Card;4.06.2023;-$5.415,36
8385;2666;Savings;3.09.2025;$79.049,10
8386;2667;Credit Card;28.07.2023;-$4.740,58
8387;2667;Savings;12.04.2023;$28.784,26
8388;2668;Checking;1.05.2026;$16.543,38
8389;2669;Savings;15.02.2025;$77.171,36
8390;2670;Credit Card;16.05.2025;-$2.741,75
8391;2670;Savings;23.03.2025;$31.909,94
8392;2671;Savings;5.10.2024;$33.259,41
8393;2672;Savings;12.09.2025;$72.325,98
